Date		Time	Q (cfs)
2000/09/24	00 : 00	1.5
2000/09/24	00 : 15	1.5
2000/09/24	00 : 30	1.5
2000/09/24	00 : 45	1.5
2000/09/24	01 : 00	1.5
2000/09/24	01 : 15	1.5
2000/09/24	01 : 30	1.5
2000/09/24	01 : 45	1.5
2000/09/24	02 : 00	1.5
2000/09/24	02 : 15	1.5
2000/09/24	02 : 30	1.5
2000/09/24	02 : 45	1.5
2000/09/24	03 : 00	1.5
2000/09/24	03 : 15	1.5
2000/09/24	03 : 30	1.5
2000/09/24	03 : 45	1.5
2000/09/24	04 : 00	1.5
2000/09/24	04 : 15	1.5
2000/09/24	04 : 30	1.5
2000/09/24	04 : 45	1.5
2000/09/24	05 : 00	1.5
2000/09/24	05 : 15	1.5
2000/09/24	05 : 30	1.5
2000/09/24	05 : 45	1.5
2000/09/24	06 : 00	1.5
2000/09/24	06 : 15	1.5
2000/09/24	06 : 30	1.5
2000/09/24	06 : 45	1.5
2000/09/24	07 : 00	1.5
2000/09/24	07 : 15	1.5
2000/09/24	07 : 30	1.5
2000/09/24	07 : 45	1.5
2000/09/24	08 : 00	1.5
2000/09/24	08 : 15	1.5
2000/09/24	08 : 30	1.5
2000/09/24	08 : 45	1.5
2000/09/24	09 : 00	1.5
2000/09/24	09 : 15	1.5
2000/09/24	09 : 30	1.5
2000/09/24	09 : 45	1.5
2000/09/24	10 : 00	1.5
2000/09/24	10 : 15	1.5
2000/09/24	10 : 30	1.5
2000/09/24	10 : 45	1.5
2000/09/24	11 : 00	1.5
2000/09/24	11 : 15	1.5
2000/09/24	11 : 30	1.5
2000/09/24	11 : 45	1.5
2000/09/24	12 : 00	1.5
2000/09/24	12 : 15	1.5
2000/09/24	12 : 30	1.5
2000/09/24	12 : 45	1.5
2000/09/24	13 : 00	1.5
2000/09/24	13 : 15	1.5
2000/09/24	13 : 30	1.5
2000/09/24	13 : 45	1.5
2000/09/24	14 : 00	1.5
2000/09/24	14 : 15	1.5
2000/09/24	14 : 30	1.5
2000/09/24	14 : 45	1.5
2000/09/24	15 : 00	1.5
2000/09/24	15 : 15	1.6
2000/09/24	15 : 30	1.6
2000/09/24	15 : 45	1.6
2000/09/24	16 : 00	1.6
2000/09/24	16 : 15	1.6
2000/09/24	16 : 30	1.6
2000/09/24	16 : 45	1.6
2000/09/24	17 : 00	1.7
2000/09/24	17 : 15	1.7
2000/09/24	17 : 30	1.7
2000/09/24	17 : 45	1.7
2000/09/24	18 : 00	1.7
2000/09/24	18 : 15	1.7
2000/09/24	18 : 30	1.7
2000/09/24	18 : 45	1.7
2000/09/24	19 : 00	1.7
2000/09/24	19 : 15	1.7
2000/09/24	19 : 30	1.7
2000/09/24	19 : 45	1.7
2000/09/24	20 : 00	1.7
2000/09/24	20 : 15	1.7
2000/09/24	20 : 30	1.7
2000/09/24	20 : 45	1.7
2000/09/24	21 : 00	1.7
2000/09/24	21 : 15	1.7
2000/09/24	21 : 30	1.7
2000/09/24	21 : 45	1.7
2000/09/24	22 : 00	1.7
2000/09/24	22 : 15	1.7
2000/09/24	22 : 30	1.7
2000/09/24	22 : 45	1.7
2000/09/24	23 : 00	1.7
2000/09/24	23 : 15	1.7
2000/09/24	23 : 30	1.7
2000/09/24	23 : 45	1.7
2000/09/25	00 : 00	1.7
2000/09/25	00 : 15	1.7
2000/09/25	00 : 30	1.7
2000/09/25	00 : 45	1.7
2000/09/25	01 : 00	1.7
2000/09/25	01 : 15	1.7
2000/09/25	01 : 30	1.7
2000/09/25	01 : 45	1.7
2000/09/25	02 : 00	1.7
2000/09/25	02 : 15	1.7
2000/09/25	02 : 30	1.7
2000/09/25	02 : 45	1.7
2000/09/25	03 : 00	1.7
2000/09/25	03 : 15	1.7
2000/09/25	03 : 30	1.7
2000/09/25	03 : 45	1.7
2000/09/25	04 : 00	1.7
2000/09/25	04 : 15	1.7
2000/09/25	04 : 30	1.7
2000/09/25	04 : 45	1.7
2000/09/25	05 : 00	1.7
2000/09/25	05 : 15	1.7
2000/09/25	05 : 30	1.7
2000/09/25	05 : 45	1.7
2000/09/25	06 : 00	1.7
2000/09/25	06 : 15	1.7
2000/09/25	06 : 30	1.7
2000/09/25	06 : 45	1.7
2000/09/25	07 : 00	1.8
2000/09/25	07 : 15	1.8
2000/09/25	07 : 30	1.9
2000/09/25	07 : 45	1.9
2000/09/25	08 : 00	1.9
2000/09/25	08 : 15	1.9
2000/09/25	08 : 30	2.1
2000/09/25	08 : 45	2.5
2000/09/25	09 : 00	2.7
2000/09/25	09 : 15	3.1
2000/09/25	09 : 30	3.6
2000/09/25	09 : 45	4.8
2000/09/25	10 : 00	9.1
2000/09/25	10 : 15	17
2000/09/25	10 : 30	33
2000/09/25	10 : 45	61
2000/09/25	11 : 00	116
2000/09/25	11 : 15	202
2000/09/25	11 : 30	290
2000/09/25	11 : 45	375
2000/09/25	12 : 00	478
2000/09/25	12 : 15	584
2000/09/25	12 : 30	669
2000/09/25	12 : 45	726
2000/09/25	13 : 00	750
2000/09/25	13 : 15	743
2000/09/25	13 : 30	713
2000/09/25	13 : 45	666
2000/09/25	14 : 00	610
2000/09/25	14 : 15	551
2000/09/25	14 : 30	489
2000/09/25	14 : 45	429
2000/09/25	15 : 00	375
2000/09/25	15 : 15	327
2000/09/25	15 : 30	286
2000/09/25	15 : 45	253
2000/09/25	16 : 00	226
2000/09/25	16 : 15	205
2000/09/25	16 : 30	190
2000/09/25	16 : 45	177
2000/09/25	17 : 00	168
2000/09/25	17 : 15	160
2000/09/25	17 : 30	154
2000/09/25	17 : 45	149
2000/09/25	18 : 00	145
2000/09/25	18 : 15	142
2000/09/25	18 : 30	139
2000/09/25	18 : 45	136
2000/09/25	19 : 00	134
